brand;name;link;image;color;consist;description
Vince Camuto;Sleeveless Studded Herringbone Dress;https://www.6pm.com/p/vince-camuto-sleeveless-studded-herringbone-dress-rich-black/product/9300378/color/255458;https://m.media-amazon.com/images/I/91eAKZrqJIL._AC_SX510_.jpg;Rich Black;" 88% polyester, 10% viscose, 2% elastane;Lining: 100% polyester ";Forget charm, let their jaws drop, in the Vince Camuto® Sleeveless Studded Herringbone Dress with split and flirtatious hemline.
BCBG Girls;Textured Knit Choker Dress (Big Kids);https://www.6pm.com/p/bcbg-girls-textured-knit-choker-dress-big-kids-winter-white/product/9322157/color/949;https://m.media-amazon.com/images/I/71gFvD1400L._AC_SX510_.jpg;Winter White;" 92% polyester, 8% spandex;Lining: 100% polyester ";With a fit-and-flare silhouette and a textured floral design, the sleeveless BCBGirls® Textured Knit Choker Dress is one she'll truly adore. 
BCBG Girls;Metallic Printed Mesh Dress (Big Kids);https://www.6pm.com/p/bcbg-girls-metallic-printed-mesh-dress-big-kids-black/product/9322147/color/3;https://m.media-amazon.com/images/I/91ojR95lS1L._AC_SX510_.jpg;Black;" Shell: 100% polyester;Lining: 93% polyester, 4% metallic, 3% spandex ";From the park to the party, she'll be fit to flare in the sweetly ruffled sleeveless BCBGGirls® Metallic Printed Mesh Dress.
BCBG Girls;Lace Ruffle Dress (Big Kids);https://www.6pm.com/p/bcbg-girls-lace-ruffle-dress-big-kids-rose-petal/product/9322148/color/190636;https://m.media-amazon.com/images/I/81K173gwJzL._AC_SX510_.jpg;Rose Petal;" 100% polyester;Lining: 100% polyester ";A sweet style for any occasion, the BCBGirls® Lace Ruffle Dress. Gorgeous A-line dress crafted from a lightweight and airy lace fabrication.
LAmade;Side Gathered Dress;https://www.6pm.com/p/lamade-side-gathered-dress-larkspur/product/9331484/color/29077;https://m.media-amazon.com/images/I/71axoSalTNL._AC_SX510_.jpg;Larkspur; 95% modal, 5% spandex;Modal-blend knit show off a fitted sophisticated look for the LAmade™ Side Gathered Dress.
Juicy Couture;Soft Satin Bow Dress;https://www.6pm.com/p/juicy-couture-soft-satin-bow-dress-bright-guava/product/9341616/color/495211;https://m.media-amazon.com/images/I/81kWmjpIUYL._AC_SX510_.jpg;Bright Guava; 100% polyester;The long-awaited Juicy Couture™ Soft Satin Bow Dress arrives with its subtle sheen and trendy exposed back zip.
London Times;Kimono Bodice Maxi;https://www.6pm.com/p/london-times-kimono-bodice-maxi-black-pink/product/9372933/color/6583;https://m.media-amazon.com/images/I/81RsN4wdVvL._AC_SX510_.jpg;Black/Pink; 95% polyester, 5% spandexLining: 100% polyester;The London Times™ Kimono Bodice Maxi boasts a floral design in a soft poly-blend knit so your style can flutter with sophistication. 
Unique Vintage;1920s Sequin Sleeveless Joanna Cocktail Dress;https://www.6pm.com/p/unique-vintage-1920s-sequin-sleeveless-joanna-cocktail-dress-black/product/9385277/color/3;https://m.media-amazon.com/images/I/71CKrF-7YRL._AC_SX510_.jpg;Black; 100% polyester ;Shine brighter than the stars in this Unique Vintage™ 1920s Sequin Sleeveless Joanna Cocktail Dress featuring a sheath silhouette and shimmering sequins on a poly fabrication. 
Unique Vintage;Smak Parlour for UV Vintage Velvet Pattern Frill Seeker Fit-and-Flare Dress;https://www.6pm.com/p/unique-vintage-smak-parlour-for-uv-vintage-velvet-pattern-frill-seeker-fit-and-flare-dress-cream-black/product/9385273/color/7627;https://m.media-amazon.com/images/I/81xdy252a-L._AC_SX510_.jpg;Cream/Black; 95% polyester, 5% spandex;Look your best in this Smak Parlour for UV Vintage Velvet Pattern Frill Seeker Fit-and-Flare Dress. It features a fit-and-flare silhouette and a velvet design on a stretch-poly knit fabrication. 
Nicole Miller;Ponte Asymmetrical Sleeveless Dress;https://www.6pm.com/p/nicole-miller-ponte-asymmetrical-sleeveless-dress-fuchsia/product/9385301/color/1334;https://m.media-amazon.com/images/I/71h1T3eIAbL._AC_SX510_.jpg;Fuchsia; 67% rayon, 28% nylon, 5% spandexLining: 95% nylon, 5% spandex ;Brighten up the room in the sleeveless Nicole Miller™ dress featuring a sheath silhouette, flattering ruching, and a lined ponte fabrication.  
Taylor;Floral Print Rayon Crepe Shirtdress;https://www.6pm.com/p/taylor-floral-print-rayon-crepe-shirtdress-gold-ivory/product/9408008/color/179327;https://m.media-amazon.com/images/I/71KTuR3Og8L._AC_SX510_.jpg;Gold/Ivory; 100% rayonLining: 100% polyester ;The sundress is a gal's best friend and this ruffle-sleeved Taylor™ Floral Print Rayon Crepe Shirtdress is sure to win your heart.
Taylor;3/4 Sleeve Tropical Print Chiffon Ruffle Dress;https://www.6pm.com/p/taylor-3-4-sleeve-tropical-print-chiffon-ruffle-dress-black-maui-rose/product/9408006/color/874069;https://m.media-amazon.com/images/I/71AmF0DSZIL._AC_SX510_.jpg;Black/Maui/Rose; 100% polyester;Take on the gloomy floral trend in this Taylor™ 3/4 Sleeve Tropical Print Chiffon Ruffle Dress. V-neckline in  faux-wrap silhouette with floral print and eyelet trim. 
Michael Stars;Caityln Catalina Stripe Balloon Sleeve Dress;https://www.6pm.com/p/michael-stars-caityln-catalina-stripe-balloon-sleeve-dress-blue-iris-stripe/product/9222609/color/810505;https://m.media-amazon.com/images/I/71TcCAA2dpL._AC_SX510_.jpg;Blue Iris Stripe; 100% rayon ;This Michael Stars™ Caityln Catalina Stripe Balloon Sleeve Dress was made for a fashionista like you. 
kensie;Keepsake Floral Printed Dress KS5K8365;https://www.6pm.com/p/kensie-keepsake-floral-printed-dress-ks5k8365-white-combo/product/9222664/color/14376;https://m.media-amazon.com/images/I/71X+axd2A0L._AC_SX510_.jpg;White Combo; 100% polyester;Feel like a Goddess in the kensie® Keepsake Floral Printed Dress KS5K8365.
kensie;Loose Floral Printed Dress KS4K8355;https://www.6pm.com/p/kensie-loose-floral-printed-dress-ks4k8355-sheltered-grey-combo/product/9222673/color/810559;https://m.media-amazon.com/images/I/81jLI7iyZoL._AC_SX510_.jpg;Sheltered Grey Combo; 100% polyesterLining: 100% polyester;Slip into the Loose Floral Printed Dress KS4K8355 from kensie® for some perfect spring vibes.
kensie;Romantic Rose Sleeveless Dress KS6K8378;https://www.6pm.com/p/kensie-romantic-rose-sleeveless-dress-ks6k8378-canary-combo/product/9222692/color/311438;https://m.media-amazon.com/images/I/815JoWewf+L._AC_SX510_.jpg;Canary Combo; 100% polyesterLining: 100% polyester;Fall in love with the kensie® Romantic Rose Sleeveless Dress KS6K8378.
Mod-o-doc;Printed Tencel Denim A-Line Shirtdress;https://www.6pm.com/p/mod-o-doc-printed-tencel-denim-a-line-shirtdress-blue/product/9284464/color/158;https://m.media-amazon.com/images/I/81zqq++pbeL._AC_SX510_.jpg;Blue; 100% Tencel™ ;Live the good life dressed comfortably and stylishly in Mod-o-Doc™ clothing.
Tommy Bahama;Two Palms Sleeveless Shift Dress;https://www.6pm.com/p/tommy-bahama-two-palms-sleeveless-shift-dress-black/product/9302024/color/3;https://m.media-amazon.com/images/I/71LW4nxJJiL._AC_SX510_.jpg;Black;" 100% linen;Lining: 100% cotton";Elegance meets a casual silhouette with the Tommy Bahama® Two Palms Sleeveless Shift Dress.
Tommy Bahama;Arden Short Shift Dress;https://www.6pm.com/p/tommy-bahama-arden-short-shift-dress-amalfi-sea/product/9302028/color/429409;https://m.media-amazon.com/images/I/71pnOfQEWdL._AC_SX510_.jpg;Amalfi Sea; 90% cotton, 10% modal;Elevate your everyday look with this Tommy Bahama® Arden Short Shift Dress.
Tommy Bahama;Coastview Gauze Short Dress;https://www.6pm.com/p/tommy-bahama-coastview-gauze-short-dress-dark-cobalt/product/9302032/color/241112;https://m.media-amazon.com/images/I/713-RaEiVaL._AC_SX510_.jpg;Dark Cobalt;" 100% cotton;Lining: 100% cotton";The chic sleeveless V-neck Tommy Bahama® Coastview Gauze Short dress with keyhole and tie closure at back is perfect for your beach side stroll.
Tommy Bahama;Tropical Terrazza Shift Dress;https://www.6pm.com/p/tommy-bahama-tropical-terrazza-shift-dress-paradise-pink/product/9302051/color/35250;https://m.media-amazon.com/images/I/91gbDGctAnL._AC_SX510_.jpg;Paradise Pink;" 100% linen;Lining: 100% cotton";Strike a chord with your style admirers in this captivating Tommy Bahama® Tropical Terrazza Shift Dress.
Tommy Bahama;Amalia Stripe Midi Sundress;https://www.6pm.com/p/tommy-bahama-amalia-stripe-midi-sundress-black/product/9302066/color/3;https://m.media-amazon.com/images/I/71DvHIuZMYL._AC_SX510_.jpg;Black; 60% Tencel™, 40% linen;This playful sleeveless, asymmetrical hemline Tommy Bahama® Amalia Stripe Midi Sundress is complete with sexy slit detail.
Tommy Bahama;Villa Ibisco Stripe Dress;https://www.6pm.com/p/tommy-bahama-villa-ibisco-stripe-dress-island-navy/product/9302082/color/265718;https://m.media-amazon.com/images/I/81YCxogAetL._AC_SX510_.jpg;Island Navy; 100% cotton;Brighten your sunny days with the chic and carefree Tommy Bahama® Villa Ibisco Stripe Dress.
BB Dakota;In My Lace Capelet Sleeve Lace Dress with Contrast Lining;https://www.6pm.com/p/bb-dakota-in-my-lace-capelet-sleeve-lace-dress-with-contrast-lining-oilslick/product/9343066/color/213953;https://m.media-amazon.com/images/I/91NxMgBw4uL._AC_SX510_.jpg;Oilslick;" 50% cotton, 40% nylon, 10% rayon;Lining: 100% polyester";A stunning lace overlay gives this BB DAKOTA® In My Lace Dress an elegant finish. The fluttering short sleeves paired with a geometric mesh trim add a sophisticated touch for the perfect evening night out. 
BB Dakota;As You Pleats Micro Pleated Knit Dress;https://www.6pm.com/p/bb-dakota-as-you-pleats-micro-pleated-knit-dress-winter-green/product/9343068/color/245148;https://m.media-amazon.com/images/I/71Do+BeL10L._AC_SX510_.jpg;Winter Green;" 100% polyester;Lining: 100% polyester";This BB DAKOTA® As You Pleats Dress is crafted from a soft micro-pleated knit that gives off a subtle shine. 
Ted Baker;Mirri Opal Mockable Short Sleeve Dress;https://www.6pm.com/p/ted-baker-mirri-opal-mockable-short-sleeve-dress-ivory/product/9343081/color/422;https://m.media-amazon.com/images/I/71Jdv97WvFL._AC_SX510_.jpg;Ivory;" 100% polyester;Lining: 96% polyester, 4% elastane ";Dress for success in this Ted Baker™ Mirri Opal Mockable Short Sleeve Dress. 
BB Dakota;Isn't It Iconic Bonded Crepe Strapless Zip Dress;https://www.6pm.com/p/bb-dakota-isnt-it-iconic-bonded-crepe-strapless-zip-dress-black/product/9343095/color/3;https://m.media-amazon.com/images/I/61r-IXkh1gL._AC_SX510_.jpg;Black; 100% polyester;Just the right combination of sexy and sophisticated, the stunning BB Dakota® Isn't It Iconic Bonded Crepe Strapless Zip Dress.
Maggy London;Primavera Plaid Printed Chiffon Fit-and-Flare;https://www.6pm.com/p/maggy-london-primavera-plaid-printed-chiffon-fit-and-flare-blush-rouge/product/9370069/color/860438;https://m.media-amazon.com/images/I/71uhmGHTwhL._AC_SX510_.jpg;Blush/Rouge; 100% polyesterLining: 100% polyester ;Brighten up the room in the Maggy London™ dress featuring a fit-and-flare silhouette and a mixed plaid print on a lined chiffon fabrication. 
Bardot Junior;Josie Frill Dress (Big Kids);https://www.6pm.com/p/bardot-junior-josie-frill-dress-big-kids-blush/product/9370080/color/5249;https://m.media-amazon.com/images/I/71QQUB76OxL._AC_SX510_.jpg;Blush; 95% polyester, 5% elastane;An off-the-shoulder neckline and fluttering sleeves give twirl-worthy charm to the Bardot Junior™ Josie Frill Dress. The fit-and-flare dress features a flounce overlay with lace trim along the neckline, narrow shoulder straps with adjustable buttons, a concealed back zip closure, and a straight hem.
Alex Evenings;Long Sequin Fit-and-Flare Dress;https://www.6pm.com/p/alex-evenings-long-sequin-fit-and-flare-dress-black-nude/product/9370180/color/92077;https://m.media-amazon.com/images/I/81C4KI-QiPL._AC_SX510_.jpg;Black/Nude; 96% nylon, 4% spandexLining: 100% polyester ;You'll be picture-perfect in the Alex Evenings™ long dress featuring a column silhouette and shimmering sequins throughout a lined stretch-nylon fabrication. 
Lacoste;Dolman Sleeve Semi Fancy Pique Polo Dress;https://www.6pm.com/p/lacoste-dolman-sleeve-semi-fancy-pique-polo-dress-navy-blue-methylene-subal/product/9377324/color/862564;https://m.media-amazon.com/images/I/61oI11JCFWL._AC_SX510_.jpg;Navy Blue/Methylene/Subal; 65% lyocell, 32% cotton, 3% elastane ;Bring a timeless silhouette to your ensemble with this flowy Lacoste® Polo Dress. The versatile dress features a soft pique fabrication and a ribbed bi-color design at the four-button polo collar and cuffs. 
Lacoste;Short Sleeve Button Through Belt Pique Dress;https://www.6pm.com/p/lacoste-short-sleeve-button-through-belt-pique-dress-aucuba/product/9377319/color/862557;https://m.media-amazon.com/images/I/71JkJs8r-3L._AC_SX510_.jpg;Aucuba; 100% cotton;The sporty Lacoste® Short Sleeve Button Through Belt Pique Dress is crafted from a refreshing stretch cotton that moves with you.
Lacoste;Long Sleeve French Terry Color-Block Dress;https://www.6pm.com/p/lacoste-long-sleeve-french-terry-color-block-dress-methylene-provence-purple/product/9377322/color/862559;https://m.media-amazon.com/images/I/71UNsJHbxwL._AC_SX510_.jpg;Methylene/Provence Purple; 61% polyamide, 39% cotton ;Bring trendy style to your look with this iconic Lacoste® dress. The relaxed fit dress features a casual fleece fabrication, color-block design, and ribbed detailing. 
American Rose;Poppy V-Neck Ruffle Sleeve Dress;https://www.6pm.com/p/american-rose-poppy-v-neck-ruffle-sleeve-dress-black/product/9184974/color/3;https://m.media-amazon.com/images/I/71dhrej0BuL._AC_SX510_.jpg;Black;" 100% polyester;Lining: 100% polyester ";Elevate your style with this American Rose™ Poppy V-Neck Ruffle Sleeve Dress.
American Rose;Betty One Shoulder Ruffle Dress;https://www.6pm.com/p/american-rose-betty-one-shoulder-ruffle-dress-bahama-blue/product/9184966/color/3677;https://m.media-amazon.com/images/I/71VNCNBkBDL._AC_SX510_.jpg;Bahama Blue; 100% polyester ;Showcase your feminine style with this stunning American Rose™ Betty One Shoulder Ruffle Dress.
WAYF;Angelina Gown;https://www.6pm.com/p/wayf-angelina-gown-dusty-blue-floral/product/9230860/color/814652;https://m.media-amazon.com/images/I/71KvPPDXM4L._AC_SX510_.jpg;Dusty Blue Floral;" 100% polyester;Lining: 100% polyester ";Whether you're a part of the party or looking from the crowd, this WAYF™ Angelina Gown offers the perfect look for a romantic evening. 
Bardot Junior;Melba Linear Dress (Big Kids);https://www.6pm.com/p/bardot-junior-melba-linear-dress-big-kids-ivory/product/9244084/color/422;https://m.media-amazon.com/images/I/71MqBhh21TL._AC_SX510_.jpg;Ivory;" 100% polyester;Lining: 97% polyester, 3% elastane ";Watch her dance the night away at the next event in the lovely Bardot Junior™ Melba Linear Dress. 
Donna Morgan;Sleeveless Halter Asymmetrical Chiffon Dress;https://www.6pm.com/p/donna-morgan-sleeveless-halter-asymmetrical-chiffon-dress-white-blue-cadet-multi/product/9263793/color/825568;https://m.media-amazon.com/images/I/71SRnOhfJKL._AC_SX510_.jpg;White/Blue Cadet Multi; 100% polyester ;You will love the bold floral look of the Donna Morgan™ Sleeveless Halter Asymmetrical Chiffon Dress. 
Betsey Johnson;Vintage Rose Cheetah Faux Wrap Dress;https://www.6pm.com/p/betsey-johnson-vintage-rose-cheetah-faux-wrap-dress-pink-pop-multi/product/9290304/color/759249;https://m.media-amazon.com/images/I/81-Mzit2LeL._AC_SX510_.jpg;Pink Pop Multi; 95% polyester, 5% spandex;Let your style come into full bloom wearing the Betsey Johnson® Vintage Rose Cheetah Faux Wrap Dress with a back zipper closure.
Betsey Johnson;Floating Roses Scuba Dress;https://www.6pm.com/p/betsey-johnson-floating-roses-scuba-dress-floral-bouquet/product/9290310/color/645134;https://m.media-amazon.com/images/I/81XhhG1vhcL._AC_SX510_.jpg;Floral Bouquet; 95% polyester, 5% spandex ;Take on the moody floral trend in this Betsey Johnson® Floating Roses Scuba Dress.
Betsey Johnson;Scalloped Scuba Crepe Dress;https://www.6pm.com/p/betsey-johnson-scalloped-scuba-crepe-dress-sangria/product/9290313/color/42243;https://m.media-amazon.com/images/I/71acIDUk2oL._AC_SX510_.jpg;Sangria; 97% polyester, 3% spandex ;You're gorgeous in this Betsey Johnson® Lace Shift Dress with Contrast Lining. A feminine silhouette with lovely scalloped trim at edges. This dress boasts a scoop neckline and sleeveless cut. 
Donna Morgan;Chevron Faux Wrap A-Line Matte Jersey Dress;https://www.6pm.com/p/donna-morgan-chevron-faux-wrap-a-line-matte-jersey-dress-navy-sepia/product/9311278/color/838627;https://m.media-amazon.com/images/I/81lprfJUISL._AC_SX510_.jpg;Navy/Sepia; 95% polyester, 5% spandex ;Create a classic look with the Donna Morgan™ dress featuring a faux-wrap silhouette, a self-tie waist, and a chevron print on a jersey-matte fabrication. 
Donna Morgan;Stretch Crepe Sleeveless Asymmetric Neckline Fit and Flare Dress;https://www.6pm.com/p/donna-morgan-stretch-crepe-sleeveless-asymmetric-neckline-fit-and-flare-dress-orchid/product/9311305/color/1392;https://m.media-amazon.com/images/I/719csEBLQ+L._AC_SX510_.jpg;Orchid; 96% polyester, 4% spandex ;Your style will be blooming in this sleeveless Donna Morgan™ Dress. It features a fit-and-flare silhouette and solid stretch-crepe fabrication. 
Donna Morgan;Status Print 3/4 Sleeve Lightweight Stretch Crepe Fit and Flare Dress;https://www.6pm.com/p/donna-morgan-status-print-3-4-sleeve-lightweight-stretch-crepe-fit-and-flare-dress-wine/product/9311339/color/17;https://m.media-amazon.com/images/I/81ianq2zNBL._AC_SX510_.jpg;Wine; 97% polyester, 3% spandex ;You'll be vacation-ready in this Donna Morgan™ Status Print 3/4 Sleeve Lightweight Stretch Crepe Fit and Flare Dress.
